,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
2965,,46,132,86,218,Rn,,5217.413,2.316,7738.7527,0.0106,B-,-1842.0267,4.4418,218,5601.123,2.486,218.005601123,2.486e-06,1.140337673524904e-08,0.0,0.03375
2966,,44,131,87,218,Fr,-a,7059.44,4.235,7726.7143,0.0194,B-,413.8838,10.5603,218,7578.62,4.546,218.00757862,4.546e-06,2.0852486086843545e-08,0.0,0.001
2967,,42,130,88,218,Ra,-a,6645.556,9.807,7725.0241,0.045,B-,-4205.2887,58.4224,218,7134.297,10.528,218.007134297,1.0528e-05,4.829199757131469e-08,0.0,2.52e-05
2968,,40,129,89,218,Ac,-a,10850.845,57.616,7702.145,0.2643,B-,-1515.9019,58.5648,218,11648.86,61.853,218.01164886,6.185299999999999e-05,2.837141974909789e-07,0.0,1e-06
2969,,38,128,90,218,Th,-a,12366.747,10.516,7691.6026,0.0482,B-,-6282.8212,20.7132,218,13276.248,11.289,218.013276248,1.1289e-05,5.178125018018742e-08,0.0,1.17e-07
2970,,36,127,91,218,Pa,-a,18649.568,17.846,7659.1935,0.0819,B-,-3245.0869,22.5042,218,20021.133,19.158,218.020021133,1.9158000000000002e-05,8.787266371427851e-08,0.0,0.000113
2971,,34,126,92,218,U,-a,21894.655,13.714,7640.7191,0.0629,B-,,,218,23504.877,14.722,218.023504877,1.4721999999999999e-05,6.752482952838297e-08,0.0,0.00055
2972,0,55,137,82,219,Pb,x,20620.0,400.0,7684.0,2.0,B-,4300.0,447.0,219,22136.0,429.0,219.022136,0.00042899999999999997,1.9587061282244093e-06,0.0,0.00055
2973,,53,136,83,219,Bi,x,16320.0,200.0,7700.0,1.0,B-,3638.0,201.0,219,17520.0,215.0,219.01752,0.000215,9.816566272871687e-07,0.0,8.7
2974,,51,135,84,219,Po,x,12681.361,15.835,7713.334,0.0723,B-,2285.3395,16.1628,219,13614.0,17.0,219.013614,1.7e-05,7.762074553045821e-08,0.0,618.0
2975,,49,134,85,219,At,,10396.021,3.237,7720.197,0.0148,B-,1566.6838,2.9473,219,11160.587,3.474,219.011160587,3.474e-06,1.5862205335512972e-08,0.0,56.0
2976,,47,133,86,219,Rn,,8829.337,2.1,7723.7784,0.0096,B-,212.3984,6.8938,219,9478.683,2.254,219.009478683,2.254e-06,1.0291791997105742e-08,0.0,3.96
2977,,45,132,87,219,Fr,-a,8616.939,6.874,7721.1759,0.0314,B-,-776.9137,9.5906,219,9250.664,7.38,219.009250664,7.38e-06,3.369720675097081e-08,0.0,0.02
2978,,43,131,88,219,Ra,-a,9393.853,6.814,7714.056,0.0311,B-,-2175.7005,51.9016,219,10084.715,7.315,219.010084715,7.315e-06,3.340028843657625e-08,0.0,0.01
2979,,41,130,89,219,Ac,-a,11569.553,51.477,7700.5489,0.2351,B-,-2893.2268,76.3627,219,12420.425,55.263,219.012420425,5.5262999999999996e-05,2.5232815514645487e-07,0.0,1.18e-05
2980,,39,129,90,219,Th,-a,14462.78,56.46,7683.7655,0.2578,B-,-4120.4434,89.701,219,15526.432,60.611,219.015526432,6.061099999999999e-05,2.767429368475322e-07,0.0,1.021e-06
2981,,37,128,91,219,Pa,-a,18583.223,69.705,7661.3783,0.3183,B-,-4712.7298,70.9693,219,19949.909,74.831,219.019949909,7.4831e-05,3.416629399791724e-07,0.0,5.3e-08
2982,,35,127,92,219,U,-a,23295.953,13.338,7636.2867,0.0609,B-,-6140.9976,92.9309,219,25009.233,14.319,219.025009233,1.4319e-05,6.537609586294947e-08,0.0,5.5e-05
2983,,33,126,93,219,Np,-a,29436.951,91.969,7604.6732,0.4199,B-,,,219,31601.865,98.732,219.031601865,9.873199999999999e-05,4.507660043542639e-07,0.0,5e-06
2984,0,56,138,82,220,Pb,x,24130.0,400.0,7670.0,2.0,B-,3171.0,500.0,220,25905.0,429.0,220.025905,0.00042899999999999997,1.9497704145336883e-06,0.0,5e-06
2985,,54,137,83,220,Bi,x,20960.0,300.0,7681.0,1.0,B-,5696.0,300.0,220,22501.0,322.0,220.022501,0.00032199999999999997,1.4634866822098344e-06,0.0,9.5
2986,,52,136,84,220,Po,x,15263.462,17.698,7703.2244,0.0804,B-,887.7139,22.5491,220,16386.0,19.0,220.016386,1.8999999999999998e-05,8.635720432204535e-08,0.0,9.5
2987,,50,135,85,220,At,x,14375.748,13.972,7703.7033,0.0635,B-,3763.755,14.0896,220,15433.0,15.0,220.015433,1.4999999999999999e-05,6.817703556277345e-08,0.0,222.6
2988,,48,134,86,220,Rn,,10611.994,1.814,7717.2552,0.0082,B-,-870.3384,4.0256,220,11392.443,1.947,220.011392443,1.947e-06,8.849541736819033e-09,0.0,55.6
2989,,46,133,87,220,Fr,-a,11482.332,4.028,7709.743,0.0183,B-,1210.2406,8.4809,220,12326.789,4.324,220.012326789,4.324e-06,1.965344425517974e-08,0.0,27.4
2990,,44,132,88,220,Ra,-a,10272.091,7.595,7711.6879,0.0345,B-,-3471.664,9.6266,220,11027.542,8.153,220.011027542,8.153e-06,3.705723340819176e-08,0.0,0.0179
2991,,42,131,89,220,Ac,-a,13743.755,6.129,7692.3515,0.0279,B-,-945.7825,14.9144,220,14754.527,6.579,220.014754527,6.578999999999999e-06,2.9902540009845705e-08,0.0,0.02636
2992,,40,130,90,220,Th,-a,14689.538,13.687,7684.4964,0.0622,B-,-5588.8595,20.0508,220,15769.866,14.693,220.015769866,1.4693e-05,6.67815766522042e-08,0.0,9.7e-06
2993,,38,129,91,220,Pa,-a,20278.397,14.655,7655.5364,0.0666,B-,-2735.0,102.0,220,21769.753,15.732,220.021769753,1.5731999999999998e-05,7.150201553992133e-08,0.0,7.8e-07
2994,,36,128,92,220,U,-a,23013.0,101.0,7640.0,0.0,B-,-7462.0,105.0,220,24706.0,108.0,220.024706,0.000108,4.908539680084835e-07,0.0,6e-08
2995,,34,127,93,220,Np,-a,30475.022,30.718,7602.0758,0.1396,B-,,,220,32716.28,32.977,220.03271628,3.297699999999999e-05,1.4987316685231258e-07,0.0,3e-08
2996,0,55,138,83,221,Bi,x,24200.0,300.0,7668.0,1.0,B-,4426.0,301.0,221,25980.0,322.0,221.02598,0.00032199999999999997,1.4568423132882386e-06,0.0,3e-08
2997,,53,137,84,221,Po,x,19773.757,19.561,7684.4814,0.0885,B-,2991.0276,24.039,221,21228.0,21.0,221.021228,2.1e-05,9.501349797947914e-08,0.0,132.0
2998,,51,136,85,221,At,x,16782.729,13.972,7694.4754,0.0632,B-,2311.375,15.0957,221,18017.0,15.0,221.018017,1.4999999999999999e-05,6.786777025512812e-08,0.0,138.0
2999,,49,135,86,221,Rn,+a,14471.354,5.714,7701.3941,0.0259,B-,1194.1032,7.2312,221,15535.637,6.134,221.015535637,6.134e-06,2.7753705106389423e-08,0.0,1542.0
3000,,47,134,87,221,Fr,,13277.251,4.886,7703.2572,0.0221,B-,313.3741,6.3858,221,14253.714,5.245,221.014253714,5.245e-06,2.3731501076791223e-08,0.0,288.06
3001,,45,133,88,221,Ra,-a,12963.877,4.63,7701.1352,0.021,B-,-1567.1715,57.0591,221,13917.293,4.97,221.013917293,4.97e-06,2.248727166539123e-08,0.0,28.0
3002,,43,132,89,221,Ac,-a,14531.048,56.901,7690.5039,0.2575,B-,-2408.8773,57.4376,221,15599.721,61.086,221.015599721,6.108599999999999e-05,2.763877304457792e-07,0.0,0.052
3003,,41,131,90,221,Th,-a,16939.926,7.994,7676.064,0.0362,B-,-3435.0112,59.9069,221,18185.757,8.582,221.018185757,8.582e-06,3.8829383974020765e-08,0.0,0.00178
3004,,39,130,91,221,Pa,-a,20374.937,59.38,7656.9809,0.2687,B-,-4145.059,93.4311,221,21873.393,63.746,221.021873393,6.3746e-05,2.884148931569906e-07,0.0,5.9e-06
3005,,37,129,92,221,U,-a,24519.996,72.135,7634.6849,0.3264,B-,-5390.0,213.0,221,26323.297,77.44,221.026323297,7.743999999999999e-05,3.503655078039797e-07,0.0,6.6e-07
3006,,35,128,93,221,Np,x,29910.0,200.0,7607.0,1.0,B-,-6019.0,361.0,221,32110.0,215.0,221.03211,0.000215,9.727093497863275e-07,0.0,3e-08
3007,,33,127,94,221,Pu,x,35930.0,300.0,7576.0,1.0,B-,,,221,38572.0,322.0,221.038572,0.00032199999999999997,1.456759320721634e-06,0.0,0.0
3008,0,56,139,83,222,Bi,x,28950.0,300.0,7648.0,1.0,B-,6464.0,303.0,222,31079.0,322.0,222.031079,0.00032199999999999997,1.4502474223439682e-06,0.0,3e-08
3009,,54,138,84,222,Po,x,22486.268,40.054,7674.0054,0.1804,B-,1533.2393,43.0709,222,24140.0,43.0,222.02414,4.2999999999999995e-05,1.9367263397574694e-07,0.0,546.0
3010,,52,137,85,222,At,x,20953.028,15.835,7677.3878,0.0713,B-,4581.0714,15.9542,222,22494.0,17.0,222.022494,1.7e-05,7.656881829279875e-08,0.0,54.0
3011,,50,136,86,222,Rn,,16371.957,1.944,7694.4991,0.0088,B-,-6.1461,7.7013,222,17576.017,2.086,222.017576017,2.0859999999999996e-06,9.395652530862122e-09,0.0,330177.6
3012,,48,135,87,222,Fr,x,16378.103,7.452,7690.9474,0.0336,B-,2057.898,8.6816,222,17582.615,8.0,222.017582615,8e-06,3.6033182173110924e-08,0.0,852.0
3013,,46,134,88,222,Ra,,14320.205,4.454,7696.6931,0.0201,B-,-2301.5922,6.2737,222,15373.371,4.781,222.015373371,4.781e-06,2.1534544781323242e-08,0.0,33.6
3014,,44,133,89,222,Ac,-a,16621.797,4.699,7682.8015,0.0212,B-,-581.2415,11.1289,222,17844.232,5.044,222.017844232,5.0439999999999995e-06,2.271889458907283e-08,0.0,5.0
3015,,42,132,90,222,Th,-a,17203.039,10.216,7676.6592,0.046,B-,-4861.322,87.1915,222,18468.22,10.966,222.01846822,1.0965999999999998e-05,4.9392287443104486e-08,0.0,0.00224
3016,,40,131,91,222,Pa,-a,22064.361,86.606,7651.2373,0.3901,B-,-2208.4729,101.0129,222,23687.064,92.975,222.023687064,9.2975e-05,4.187616250747122e-07,0.0,0.0032
3017,,38,130,92,222,U,-a,24272.834,51.994,7637.7651,0.2342,B-,-7001.8072,64.43,222,26057.957,55.817,222.026057957,5.5817e-05,2.513984192378452e-07,0.0,4.7e-06
3018,,36,129,93,222,Np,-a,31274.641,38.051,7602.7013,0.1714,B-,-3785.0,302.0,222,33574.706,40.849,222.033574706,4.0848999999999995e-05,1.8397668034705625e-07,0.0,7e-07
3019,,34,128,94,222,Pu,x,35060.0,300.0,7582.0,1.0,B-,,,222,37638.0,322.0,222.037638,0.00032199999999999997,1.4502045819817267e-06,0.0,0.0
3020,0,57,140,83,223,Bi,x,32240.0,400.0,7636.0,2.0,B-,5161.0,445.0,223,34611.0,429.0,223.034611,0.00042899999999999997,1.923468281790578e-06,0.0,7e-07
3021,,55,139,84,223,Po,x,27079.0,196.0,7655.0,1.0,B-,3651.0,196.0,223,29070.0,210.0,223.02907,0.00020999999999999998,9.415812925194012e-07,0.0,60.0
3022,,53,138,85,223,At,x,23428.008,13.972,7668.0557,0.0627,B-,3038.2698,16.0129,223,25151.0,15.0,223.025151,1.4999999999999999e-05,6.725698842817956e-08,0.0,50.0
3023,,51,137,86,223,Rn,,20389.738,7.822,7678.172,0.0351,B-,2007.4091,8.0568,223,21889.283,8.397,223.021889283,8.397e-06,3.7651012763795405e-08,0.0,1458.0
3024,,49,136,87,223,Fr,,18382.329,1.931,7683.6655,0.0087,B-,1149.0844,0.8476,223,19734.241,2.073,223.019734241,2.073e-06,9.295141558010605e-09,0.0,1320.0
3025,,47,135,88,223,Ra,,17233.245,2.09,7685.3101,0.0094,B-,-591.8099,6.9657,223,18500.648,2.243,223.018500648,2.243e-06,1.0057461571496377e-08,0.0,988217.28
3026,,45,134,89,223,Ac,-a,17825.055,6.947,7679.1479,0.0312,B-,-1560.3471,10.4712,223,19135.982,7.457,223.019135982,7.457e-06,3.3436592636615086e-08,0.0,126.0
3027,,43,133,90,223,Th,-a,19385.402,7.943,7668.6426,0.0356,B-,-2952.2124,76.0305,223,20811.083,8.527,223.020811083,8.526999999999998e-06,3.823410003125927e-08,0.0,0.6
3028,,41,132,91,223,Pa,-a,22337.614,75.632,7651.8957,0.3392,B-,-3707.6637,95.9225,223,23980.414,81.193,223.023980414,8.1193e-05,3.6405502156889685e-07,0.0,0.0051
3029,,39,131,92,223,U,-a,26045.278,59.054,7631.7611,0.2648,B-,-4613.3046,101.752,223,27960.754,63.396,223.027960754,6.3396e-05,2.842513547883166e-07,0.0,2.1e-05
3030,,37,130,93,223,Np,-a,30658.583,82.863,7607.5654,0.3716,B-,-5462.0,311.0,223,32913.34,88.956,223.03291334,8.8956e-05,3.9884696239604793e-07,0.0,1e-06
3031,,35,129,94,223,Pu,x,36121.0,300.0,7580.0,1.0,B-,-6579.0,424.0,223,38777.0,322.0,223.038777,0.00032199999999999997,1.4436951472344199e-06,0.0,0.0
3032,,33,128,95,223,Am,x,42700.0,300.0,7547.0,1.0,B-,,,223,45840.0,322.0,223.04584,0.00032199999999999997,1.4436494309869217e-06,0.0,0.0
3033,0,58,141,83,224,Bi,x,37070.0,400.0,7616.0,2.0,B-,7159.0,445.0,224,39796.0,429.0,224.039796,0.00042899999999999997,1.914838379874261e-06,0.0,0.3
3034,,56,140,84,224,Po,x,29910.0,196.0,7644.0,1.0,B-,2199.0,197.0,224,32110.0,210.0,224.03211,0.00020999999999999998,9.373656303107622e-07,0.0,60.0
3035,,54,139,85,224,At,x,27711.018,22.356,7650.7354,0.0998,B-,5265.9197,24.4153,224,29749.0,24.0,224.029749,2.4e-05,1.071286295999912e-07,0.0,150.0
3036,,52,138,86,224,Rn,,22445.098,9.814,7670.7514,0.0438,B-,696.484,14.875,224,24095.803,10.536,224.024095803,1.0535999999999999e-05,4.7030655172312527e-08,0.0,6420.0
3037,,50,137,87,224,Fr,x,21748.614,11.178,7670.368,0.0499,B-,2922.7819,11.3237,224,23348.096,12.0,224.023348096,1.2e-05,5.356584526563579e-08,0.0,199.8
3038,,48,136,88,224,Ra,,18825.832,1.811,7679.9236,0.0081,B-,-1408.3152,4.0869,224,20210.361,1.944,224.020210361,1.944e-06,8.677788476616991e-09,0.0,313796.16
3039,,46,135,89,224,Ac,-a,20234.148,4.089,7670.1438,0.0183,B-,238.5672,10.3428,224,21722.249,4.389,224.021722249,4.389e-06,1.9591850093544184e-08,0.0,10008.0
3040,,44,134,90,224,Th,-a,19995.581,9.604,7667.7162,0.0429,B-,-3866.7705,12.1339,224,21466.137,10.31,224.021466137,1.031e-05,4.602237534547218e-08,0.0,1.04
3041,,42,133,91,224,Pa,-a,23862.351,7.587,7646.9612,0.0339,B-,-1880.3393,16.9711,224,25617.286,8.145,224.025617286,8.144999999999999e-06,3.6357449200114326e-08,0.0,0.846
3042,,40,132,92,224,U,-a,25742.69,15.261,7635.0742,0.0681,B-,-6289.5572,32.7036,224,27635.913,16.383,224.027635913,1.6383e-05,7.312937054945423e-08,0.0,0.000396
3043,,38,131,93,224,Np,,32032.248,28.925,7603.5032,0.1291,B-,-3248.0,301.0,224,34388.03,31.052,224.03438803,3.1052e-05,1.3860372183506885e-07,0.0,0.0001
3044,,36,130,94,224,Pu,x,35280.0,300.0,7586.0,1.0,B-,-7980.0,500.0,224,37875.0,322.0,224.037875,0.00032199999999999997,1.4372569816599089e-06,0.0,0.0
3045,,34,129,95,224,Am,x,43260.0,400.0,7546.0,2.0,B-,,,224,46442.0,429.0,224.046442,0.00042899999999999997,1.91478157907993e-06,0.0,0.0
3046,0,57,141,84,225,Po,x,34580.0,300.0,7626.0,1.0,B-,4280.0,424.0,225,37123.0,322.0,225.037123,0.00032199999999999997,1.4308750294501407e-06,0.0,0.0001
3047,,55,140,85,225,At,x,30300.0,300.0,7641.0,1.0,B-,3765.0,300.0,225,32528.0,322.0,225.032528,0.00032199999999999997,1.430904246874034e-06,0.0,120.0
3048,,53,139,86,225,Rn,,26534.143,11.14,7654.3581,0.0495,B-,2713.5412,16.3492,225,28485.572,11.958,225.028485572,1.1958e-05,5.31399390152938e-08,0.0,279.6
3049,,51,138,87,225,Fr,,23820.602,11.967,7662.9412,0.0532,B-,1827.5584,12.1574,225,25572.466,12.847,225.025572466,1.2846999999999999e-05,5.7091289044231195e-08,0.0,237.0
3050,,49,137,88,225,Ra,,21993.044,2.596,7667.5866,0.0115,B-,355.7386,5.0067,225,23610.502,2.786,225.023610502,2.786e-06,1.2380923023076454e-08,0.0,1287360.0
3051,,47,136,89,225,Ac,,21637.305,4.758,7665.6906,0.0211,B-,-672.8878,6.6576,225,23228.601,5.107,225.023228601,5.1069999999999996e-06,2.269543474134165e-08,0.0,857088.0
3052,,45,135,90,225,Th,-a,22310.193,5.093,7659.2229,0.0226,B-,-2046.4473,82.0038,225,23950.975,5.467,225.023950975,5.4669999999999995e-06,2.4295191584327748e-08,0.0,525.0
3053,,43,134,91,225,Pa,-a,24356.64,81.867,7646.6504,0.3639,B-,-3015.361,82.4514,225,26147.927,87.887,225.026147927,8.7887e-05,3.9056350032935337e-07,0.0,1.7
3054,,41,133,92,225,U,-a,27372.001,9.934,7629.7717,0.0442,B-,-4246.0969,92.1491,225,29385.05,10.664,225.02938505,1.0664e-05,4.73893664937605e-08,0.0,0.061
3055,,39,132,93,225,Np,-a,31618.098,91.618,7607.4231,0.4072,B-,-4682.0,314.0,225,33943.422,98.355,225.033943422,9.8355e-05,4.370673974972636e-07,0.0,0.006
3056,,37,131,94,225,Pu,x,36300.0,300.0,7583.0,1.0,B-,-6090.0,500.0,225,38970.0,322.0,225.03897,0.00032199999999999997,1.4308632855900468e-06,0.0,0.0
3057,,35,130,95,225,Am,x,42390.0,400.0,7553.0,2.0,B-,,,225,45508.0,429.0,225.045508,0.00042899999999999997,1.9062811064862487e-06,0.0,0.0
3058,0,58,142,84,226,Po,x,37549.0,401.0,7614.0,2.0,B-,2889.0,500.0,226,40310.0,430.0,226.04031,0.00043,1.9023155648653993e-06,0.0,0.006
3059,,56,141,85,226,At,x,34660.0,300.0,7624.0,1.0,B-,5913.0,300.0,226,37209.0,322.0,226.037209,0.00032199999999999997,1.4245442218320789e-06,0.0,0.006
3060,,54,140,86,226,Rn,,28747.194,10.477,7646.4108,0.0464,B-,1226.6542,12.1895,226,30861.38,11.247,226.03086138,1.1247e-05,4.975869193849461e-08,0.0,444.0
3061,,52,139,87,226,Fr,,27520.539,6.23,7648.3768,0.0276,B-,3852.9638,6.5215,226,29544.512,6.688,226.029544512,6.687999999999999e-06,2.9589052238456068e-08,0.0,49.0
3062,,50,138,88,226,Ra,,23667.576,1.927,7661.9636,0.0085,B-,-641.6252,3.273,226,25408.186,2.068,226.025408186,2.068e-06,9.149413849518232e-09,0.0,50491081600.0
3063,,48,137,89,226,Ac,,24309.201,3.1,7655.6628,0.0137,B-,1111.5517,4.5626,226,26096.999,3.327,226.026096999,3.3269999999999997e-06,1.4719539222122298e-08,0.0,105732.0
3064,,46,136,90,226,Th,,23197.649,4.481,7657.1195,0.0198,B-,-2835.9504,11.9702,226,24903.699,4.81,226.024903699,4.81e-06,2.1280840833386805e-08,0.0,1842.0
3065,,44,135,91,226,Pa,-a,26033.6,11.213,7641.1093,0.0496,B-,-1295.1978,15.6747,226,27948.217,12.037,226.027948217,1.2037e-05,5.3254476249298957e-08,0.0,108.0
3066,,42,134,92,226,U,-a,27328.797,11.071,7631.9166,0.049,B-,-5488.0792,102.6485,226,29338.669,11.884,226.029338669,1.1884e-05,5.2577245369916636e-08,0.0,0.269
3067,,40,133,93,226,Np,-a,32816.877,102.063,7604.1714,0.4516,B-,-2813.0,225.0,226,35230.364,109.568,226.035230364,0.00010956799999999999,4.847385950568641e-07,0.0,0.035
3068,,38,132,94,226,Pu,x,35630.0,200.0,7588.0,1.0,B-,-7340.0,361.0,226,38250.0,215.0,226.03825,0.000215,9.511664508108694e-07,0.0,0.0
3069,,36,131,95,226,Am,x,42970.0,300.0,7552.0,1.0,B-,,,226,46130.0,322.0,226.04613,0.00032199999999999997,1.4244880016304634e-06,0.0,0.0
3070,0,59,143,84,227,Po,x,42281.0,401.0,7596.0,2.0,B-,4850.0,500.0,227,45390.0,430.0,227.04539,0.00043,1.893894432298317e-06,0.0,0.035
3071,,57,142,85,227,At,x,37430.0,300.0,7613.0,1.0,B-,4544.0,300.0,227,40183.0,322.0,227.040183,0.00032199999999999997,1.4182511471989077e-06,0.0,0.035
3072,,55,141,86,227,Rn,,32885.835,14.091,7630.0508,0.0621,B-,3203.3894,15.2755,227,35304.393,15.127,227.035304393,1.5127e-05,6.662840407329354e-08,0.0,20.2
3073,,53,140,87,227,Fr,,29682.445,5.898,7640.7162,0.026,B-,2504.9813,6.2112,227,31865.413,6.332,227.031865413,6.332e-06,2.7890357983366263e-08,0.0,148.2
3074,,51,139,88,227,Ra,-n,27177.464,1.946,7648.3048,0.0086,B-,1327.9489,2.2622,227,29176.205,2.089,227.029176205,2.089e-06,9.201460512342698e-09,0.0,2532.0
3075,,49,138,89,227,Ac,,25849.515,1.926,7650.7084,0.0085,B-,44.7559,0.8297,227,27750.594,2.068,227.027750594,2.068e-06,9.10901858732795e-09,0.0,687057392.872
3076,,47,137,90,227,Th,,25804.759,2.088,7647.4591,0.0092,B-,-1025.6117,7.2815,227,27702.546,2.241,227.027702546,2.241e-06,9.871042057283437e-09,0.0,1615420.8
3077,,45,136,91,227,Pa,-a,26830.371,7.263,7639.4945,0.032,B-,-2214.6629,11.1118,227,28803.586,7.797,227.028803586,7.797e-06,3.434365982132503e-08,0.0,2298.0
3078,,43,135,92,227,U,-a,29045.034,8.51,7626.2918,0.0375,B-,-3533.9848,77.4417,227,31181.124,9.136,227.031181124,9.135999999999999e-06,4.0241168436727173e-08,0.0,66.0
3079,,41,134,93,227,Np,-a,32579.018,76.989,7607.2771,0.3392,B-,-4191.0,126.0,227,34975.012,82.651,227.034975012,8.265099999999999e-05,3.640452313377331e-07,0.0,0.51
3080,,39,133,94,227,Pu,x,36770.0,100.0,7585.0,0.0,B-,-5410.0,224.0,227,39474.0,107.0,227.039474,0.000107,4.712836852326393e-07,0.0,0.0
3081,,37,132,95,227,Am,x,42180.0,200.0,7558.0,1.0,B-,,,227,45282.0,215.0,227.045282,0.000215,9.469476665892577e-07,0.0,0.0
3082,0,58,143,85,228,At,x,41880.0,400.0,7596.0,2.0,B-,6637.0,400.0,228,44960.0,429.0,228.04496,0.00042899999999999997,1.8812079863549712e-06,0.0,0.51
3083,,56,142,86,228,Rn,,35243.466,17.677,7621.6457,0.0775,B-,1859.2451,18.9157,228,37835.415,18.977,228.037835415,1.8976999999999998e-05,8.321864643849237e-08,0.0,65.0
3084,,54,141,87,228,Fr,,33384.221,6.732,7626.3689,0.0295,B-,4444.027,7.021,228,35839.433,7.226,228.035839433,7.226e-06,3.1688001403494715e-08,0.0,38.0
3085,,52,140,88,228,Ra,+a,28940.194,1.995,7642.4289,0.0088,B-,45.5402,0.6344,228,31068.574,2.141,228.031068574,2.141e-06,9.389071469027514e-09,0.0,181452324.5
3086,,50,139,89,228,Ac,-,28894.654,2.093,7639.1973,0.0092,B-,2123.7545,2.6446,228,31019.685,2.247,228.031019685,2.247e-06,9.853922519418566e-09,0.0,22140.0
3087,,48,138,90,228,Th,,26770.899,1.806,7645.0807,0.0079,B-,-2152.6993,4.3399,228,28739.741,1.938,228.028739741,1.938e-06,8.498928697326585e-09,0.0,60359040.0
3088,,46,137,91,228,Pa,-a,28923.599,4.34,7632.2076,0.019,B-,-296.402,14.0858,228,31050.758,4.659,228.031050758,4.659e-06,2.0431428020495355e-08,0.0,79200.0
3089,,44,136,92,228,U,-a,29220.001,13.474,7627.4763,0.0591,B-,-4605.0,101.0,228,31368.959,14.465,228.031368959,1.4465e-05,6.343425497130092e-08,0.0,546.0
3090,,42,135,93,228,Np,-a,33825.0,100.0,7604.0,0.0,B-,-2283.0,103.0,228,36313.0,108.0,228.036313,0.000108,4.7360878001917173e-07,0.0,61.4
3091,,40,134,94,228,Pu,-a,36107.809,23.352,7590.4039,0.1024,B-,-6742.0,202.0,228,38763.325,25.069,228.038763325,2.5068999999999997e-05,1.0993306416186686e-07,0.0,2.1
3092,,38,133,95,228,Am,x,42850.0,200.0,7557.0,1.0,B-,,,228,46001.0,215.0,228.046001,0.000215,9.427922395359171e-07,0.0,0.0
3093,0,59,144,85,229,At,x,44890.0,400.0,7585.0,2.0,B-,5527.0,400.0,229,48191.0,429.0,229.048191,0.00042899999999999997,1.8729682960036997e-06,0.0,2.1
3094,,57,143,86,229,Rn,x,39362.4,13.041,7605.6227,0.0569,B-,3694.1465,13.967,229,42257.272,14.0,229.042257272,1.4e-05,6.112409197650479e-08,0.0,11.9
3095,,55,142,87,229,Fr,,35668.253,5.001,7618.338,0.0218,B-,3106.2907,16.2305,229,38291.443,5.368,229.038291443,5.368e-06,2.343712907645365e-08,0.0,50.2
3096,,53,141,88,229,Ra,x,32561.963,15.441,7628.4862,0.0674,B-,1872.0266,19.6229,229,34956.703,16.576,229.034956703,1.6576e-05,7.237323174861402e-08,0.0,240.0
3097,,51,140,89,229,Ac,x,30689.936,12.109,7633.2446,0.0529,B-,1104.4191,12.3458,229,32947.0,13.0,229.032947,1.3e-05,5.676039264342173e-08,0.0,3762.0
3098,,49,139,90,229,Th,,29585.517,2.404,7634.651,0.0105,B-,-311.331,3.7152,229,31761.357,2.581,229.031761357,2.581e-06,1.1269179369305477e-08,0.0,249930853920.0
3099,,47,138,91,229,Pa,,29896.848,3.28,7629.8752,0.0143,B-,-1313.7716,6.6554,229,32095.585,3.521,229.032095585,3.521e-06,1.5373391187844505e-08,0.0,129600.0
3100,,45,137,92,229,U,-a,31210.62,5.938,7620.7218,0.0259,B-,-2590.7577,101.3342,229,33505.976,6.374,229.033505976,6.3739999999999995e-06,2.782998920982295e-08,0.0,3468.0
3101,,43,136,93,229,Np,-a,33801.378,101.177,7605.9921,0.4418,B-,-3593.5462,117.9433,229,36287.269,108.618,229.036287269,0.000108618,4.7423926267382086e-07,0.0,240.0
3102,,41,135,94,229,Pu,-a,37394.924,60.633,7586.8834,0.2648,B-,-4785.4899,122.4147,229,40145.099,65.092,229.040145099,6.509199999999999e-05,2.841947204140336e-07,0.0,91.0
3103,,39,134,95,229,Am,-a,42180.414,106.348,7562.5697,0.4644,B-,,,229,45282.534,114.169,229.045282534,0.000114169,4.984560202983116e-07,0.0,0.0
3104,0,58,144,86,230,Rn,x,42170.0,200.0,7595.0,1.0,B-,2683.0,200.0,230,45271.0,215.0,230.045271,0.000215,9.345986512367819e-07,0.0,91.0
3105,,56,143,87,230,Fr,,39486.769,6.541,7603.7052,0.0284,B-,4970.4627,12.1984,230,42390.787,7.022,230.042390787,7.022e-06,3.052480882317809e-08,0.0,19.1
3106,,54,142,88,230,Ra,x,34516.306,10.296,7621.9144,0.0448,B-,677.9196,18.8884,230,37054.776,11.053,230.037054776,1.1053e-05,4.8048780709537985e-08,0.0,5580.0
3107,,52,141,89,230,Ac,x,33838.386,15.835,7621.4604,0.0689,B-,2975.8745,15.8815,230,36327.0,17.0,230.036327,1.7e-05,7.390137123863919e-08,0.0,122.0
3108,,50,140,90,230,Th,,30862.512,1.209,7630.9974,0.0053,B-,-1311.0313,2.8334,230,33132.267,1.297,230.033132267,1.2969999999999998e-06,5.638318216240993e-09,0.02,2379392220400.0
3109,,48,139,91,230,Pa,,32173.543,3.038,7621.8958,0.0132,B-,558.5262,4.5919,230,34539.717,3.261,230.034539717,3.2609999999999998e-06,1.4176132001793493e-08,0.0,1503360.0
