,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
89,,0,9,9,18,F,,873.112,0.463,7631.6383,0.0257,B-,-4444.5049,0.5888,18,937.324,0.497,18.000937324,4.97e-07,2.760967337725063e-08,0.0,6586.236
90,,-2,8,10,18,Ne,,5317.617,0.363,7341.2577,0.0202,B-,-19720.3745,93.8819,18,5708.696,0.39,18.005708696,3.8999999999999997e-07,2.1659797266776797e-08,0.0,1.6642
91,,-4,7,11,18,Na,,25037.992,93.881,6202.2176,5.2156,B-,,,18,26879.388,100.785,18.026879388,0.00010078499999999999,5.59081790202079e-06,0.0,1.3e-21
92,0,9,14,5,19,B,x,59770.251,525.363,4719.6346,27.6507,B-,27356.4961,534.4964,19,64166.0,564.0,19.064166,0.0005639999999999999,2.9584299675107734e-05,0.0,0.00292
93,,7,13,6,19,C,-n,32413.754,98.389,6118.274,5.1784,B-,16557.4995,99.7475,19,34797.594,105.625,19.034797594,0.00010562499999999999,5.549047710036816e-06,0.0,0.0462
94,,5,12,7,19,N,p-2n,15856.255,16.404,6948.5452,0.8634,B-,12523.3972,16.6143,19,17022.389,17.61,19.017022389,1.761e-05,9.260124766002345e-07,0.0,0.336
95,,3,11,8,19,O,-n,3332.858,2.637,7566.4952,0.1388,B-,4820.3029,2.637,19,3577.969,2.83,19.003577969,2.83e-06,1.4891932480380795e-07,0.0,26.47
96,,1,10,9,19,F,,-1487.44512,0.00082,7779.0192,0.0002,B-,-3239.4986,0.1601,18,998403.16207,0.00088,18.99840316207,8.8e-10,4.631968236977439e-11,100.0,inf
97,,-1,9,10,19,Ne,+3n,1752.054,0.16,7567.3431,0.0084,B-,-11177.331,10.5364,19,1880.906,0.171,19.001880906,1.71e-07,8.99910913271777e-09,0.0,17.274
98,,-3,8,11,19,Na,,12929.384,10.535,6937.8864,0.5545,B-,-18909.0095,60.9189,19,13880.264,11.309,19.013880264,1.1308999999999998e-05,5.947760185180052e-07,0.0,17.274
99,,-5,7,12,19,Mg,-pp,31838.394,60.001,5901.4992,3.1579,B-,,,19,34179.92,64.413,19.03417992,6.4413e-05,3.384070144903831e-06,0.0,5e-12
100,0,10,15,5,20,B,-n,69401.569,546.357,4405.6529,27.3178,B-,31898.0019,593.0377,20,74505.644,586.538,20.074505644,0.000586538,2.9218054501646388e-05,0.0,0.0
101,,8,14,6,20,C,x,37503.567,230.625,5961.4356,11.5312,B-,15737.0689,243.7459,20,40261.732,247.585,20.040261732,0.000247585,1.2354379564048298e-05,0.0,0.016
102,,6,13,7,20,N,x,21766.498,78.894,6709.1717,3.9447,B-,17970.3261,78.8991,20,23367.295,84.696,20.023367295,8.469599999999999e-05,4.229857983035115e-06,0.0,0.136
103,,4,12,8,20,O,-nn,3796.172,0.885,7568.5707,0.0442,B-,3813.6349,0.8854,20,4075.357,0.95,20.004075357,9.499999999999999e-07,4.749032299898668e-08,0.0,13.51
104,,2,11,9,20,F,-n,-17.463,0.03,7720.1351,0.0015,B-,7024.4689,0.0297,19,999981.252,0.031,19.999981252,3.1e-08,1.5500014529713619e-09,0.0,11.163
105,,0,10,10,20,Ne,,-7041.93217,0.00154,8032.2412,0.0002,B-,-13892.4207,1.109,19,992440.17525,0.00165,19.99244017525,1.6499999999999999e-09,8.253119606893444e-11,90.48,inf
106,,-2,9,11,20,Na,,6850.489,1.109,7298.5028,0.0554,B-,-10627.2054,2.1681,20,7354.301,1.19,20.007354301,1.1899999999999998e-06,5.947812899682202e-08,0.0,0.4479
107,,-4,8,12,20,Mg,+t,17477.694,1.863,6728.0252,0.0931,B-,,,20,18763.075,2.0,20.018763075,2e-06,9.99062725557533e-08,0.0,0.093
108,0,11,16,5,21,B,-nn,78382.887,558.664,4152.5265,26.6031,B-,32740.0,817.0,21,84147.485,599.75,21.084147485,0.00059975,2.844554186630895e-05,0.0,0.0
109,,9,15,6,21,C,x,45643.0,596.0,5674.0,28.0,B-,20411.0,611.0,21,49000.0,640.0,21.049,0.0006399999999999999,3.0405244904746068e-05,0.0,0.0
110,,7,14,7,21,N,x,25231.915,134.048,6609.0159,6.3832,B-,17169.8816,134.584,21,27087.573,143.906,21.027087573,0.000143906,6.8438389054309e-06,0.0,0.084
111,,5,13,8,21,O,-3n,8062.034,12.0,7389.3747,0.5714,B-,8109.639,12.1342,21,8654.948,12.882,21.008654948,1.2882e-05,6.13175856897319e-07,0.0,3.42
112,,3,12,9,21,F,-nn,-47.605,1.8,7738.2934,0.0857,B-,5684.1712,1.8004,20,999948.893,1.932,20.999948893,1.932e-06,9.200022389787822e-08,0.0,4.158
113,,1,11,10,21,Ne,,-5731.776,0.038,7971.7136,0.0018,B-,-3546.919,0.0177,20,993846.685,0.041,20.993846685,4.1e-08,1.95295319696196e-09,0.27,inf
114,,-1,10,11,21,Na,,-2184.857,0.042,7765.5581,0.002,B-,-13088.708,0.7557,20,997654.459,0.045,20.997654459,4.5e-08,2.143096510511065e-09,0.0,22.422
115,,-3,9,12,21,Mg,x,10903.851,0.755,7105.0317,0.0359,B-,-16186.0,600.0,21,11705.764,0.81,21.011705764,8.1e-07,3.854994016658076e-08,0.0,0.1186
116,,-5,8,13,21,Al,x,27090.0,600.0,6297.0,29.0,B-,,,21,29082.0,644.0,21.029082,0.0006439999999999999,3.0624256446382206e-05,0.0,0.0
117,0,10,16,6,22,C,-nn,53611.203,231.49,5421.0778,10.5223,B-,21846.3983,311.0627,22,57553.99,248.515,22.05755399,0.000248515,1.1266661757358347e-05,0.0,0.0062
118,,8,15,7,22,N,x,31764.805,207.779,6378.5347,9.4445,B-,22481.7725,215.435,22,34100.918,223.06,22.034100918,0.00022306,1.0123399217881353e-05,0.0,0.023
119,,6,14,8,22,O,-4n,9283.032,56.921,7364.8722,2.5873,B-,6489.6562,58.2558,22,9965.744,61.107,22.009965744,6.1107e-05,2.776333262429452e-06,0.0,2.25
120,,4,13,9,22,F,+,2793.376,12.399,7624.2954,0.5636,B-,10818.0916,12.399,22,2998.812,13.31,22.002998812,1.331e-05,6.049175439095597e-07,0.0,4.23
121,,2,12,10,22,Ne,,-8024.716,0.018,8080.4656,0.0008,B-,-2843.3243,0.1325,21,991385.113,0.018,21.991385113,1.8e-08,8.18502332049993e-10,9.25,inf
122,,0,11,11,22,Na,,-5181.391,0.132,7915.6624,0.006,B-,-4781.4051,0.1631,21,994437.547,0.141,21.994437547,1.4099999999999998e-07,6.410711785591085e-09,0.0,82163808.0
123,,-2,10,12,22,Mg,,-399.986,0.159,7662.7645,0.0072,B-,-18601.0,401.0,21,999570.597,0.17,21.999570597,1.7000000000000001e-07,7.727423553584373e-09,0.0,3.8755
124,,-4,9,13,22,Al,x,18201.0,401.0,6782.0,18.0,B-,-15439.0,641.0,22,19540.0,430.0,22.01954,0.00043,1.9528110033179623e-05,0.0,0.0911
125,,-6,8,14,22,Si,x,33640.0,500.0,6044.0,23.0,B-,,,22,36114.0,537.0,22.036114,0.0005369999999999999,2.436908794354576e-05,0.0,0.029
126,0,11,17,6,23,C,x,64171.0,997.0,5077.0,43.0,B-,27450.0,1082.0,23,68890.0,1070.0,23.06889,0.00107,4.638281252370617e-05,0.0,0.0
127,,9,16,7,23,N,x,36720.429,420.57,6236.6721,18.2856,B-,22099.0584,437.8271,23,39421.0,451.5,23.039421,0.00045149999999999997,1.959684663950539e-05,0.0,0.0139
128,,7,15,8,23,O,x,14621.371,121.712,7163.4856,5.2918,B-,11336.1072,126.1904,23,15696.686,130.663,23.015696686,0.000130663,5.6771255627243195e-06,0.0,0.097
129,,5,14,9,23,F,,3285.263,33.32,7622.3447,1.4487,B-,8439.3084,33.3206,23,3526.875,35.77,23.003526875,3.5770000000000005e-05,1.5549789471141698e-06,0.0,2.23
130,,3,13,10,23,Ne,-n,-5154.045,0.104,7955.2561,0.0045,B-,4375.8085,0.1044,22,994466.905,0.112,22.994466905,1.12e-07,4.870736967406986e-09,0.0,37.14
131,,1,12,11,23,Na,,-9529.85352,0.00181,8111.4936,0.0002,B-,-4056.179,0.0317,22,989769.28195,0.00194,22.98976928195,1.94e-09,8.43853618628159e-11,100.0,inf
132,,-1,11,12,23,Mg,-,-5473.675,0.032,7901.1229,0.0014,B-,-12221.7457,0.3461,22,994123.768,0.034,22.994123768,3.4e-08,1.4786386445095349e-09,0.0,11.317
133,,-3,10,13,23,Al,--,6748.071,0.345,7335.7275,0.015,B-,-17202.0,500.0,23,7244.351,0.37,23.007244351,3.7e-07,1.6081891179806506e-08,0.0,0.47
134,,-5,9,14,23,Si,x,23950.0,500.0,6554.0,22.0,B-,,,23,25711.0,537.0,23.025711,0.0005369999999999999,2.332175540638028e-05,0.0,0.0423
135,0,10,17,7,24,N,x,46938.0,401.0,5887.0,17.0,B-,28438.0,433.0,24,50390.0,430.0,24.05039,0.00043,1.7879127947613322e-05,0.0,0.0
136,,8,16,8,24,O,x,18500.404,164.874,7039.6855,6.8698,B-,10955.8885,191.6327,24,19861.0,177.0,24.019861,0.000177,7.368901926618143e-06,0.0,0.0774
137,,6,15,9,24,F,x,7544.516,97.67,7463.5831,4.0696,B-,13496.1583,97.6717,24,8099.37,104.853,24.00809937,0.000104853,4.3674011167673705e-06,0.0,0.384
138,,4,14,10,24,Ne,-nn,-5951.642,0.513,7993.3252,0.0214,B-,2466.2583,0.513,23,993610.649,0.55,23.993610649,5.5e-07,2.2922769234105363e-08,0.0,202.8
139,,2,13,11,24,Na,-n,-8417.901,0.017,8063.4882,0.0007,B-,5515.6774,0.021,23,990963.012,0.017,23.990963012,1.7e-08,7.08600150460688e-10,0.0,53824.32
140,,0,12,12,24,Mg,,-13933.578,0.013,8260.7103,0.0006,B-,-13884.766,0.2282,23,985041.689,0.013,23.985041689,1.2999999999999999e-08,5.42004477981043e-10,78.88,inf
141,,-2,11,13,24,Al,,-48.812,0.228,7649.5806,0.0095,B-,-10793.9978,19.4734,23,999947.598,0.244,23.999947598,2.4399999999999996e-07,1.0166688864784578e-08,0.0,2.053
142,,-4,10,14,24,Si,--,10745.186,19.472,7167.2329,0.8113,B-,-23275.0,501.0,24,11535.43,20.904,24.01153543,2.0904e-05,8.705815611392578e-07,0.0,0.14
143,,-6,9,15,24,P,x,34020.0,500.0,6165.0,21.0,B-,,,24,36522.0,537.0,24.036522,0.0005369999999999999,2.234100257932491e-05,0.0,0.0
144,0,11,18,7,25,N,x,55983.0,503.0,5613.0,20.0,B-,28654.0,529.0,25,60100.0,540.0,25.0601,0.00054,2.1548198131691417e-05,0.0,0.0
145,,9,17,8,25,O,-n,27329.03,165.084,6727.8058,6.6034,B-,15994.8633,191.1909,25,29338.919,177.225,25.029338919,0.00017722499999999998,7.080690407906333e-06,0.0,5.18e-21
146,,7,16,9,25,F,x,11334.167,96.442,7336.3065,3.8577,B-,13369.6698,100.7212,25,12167.727,103.535,25.012167727,0.00010353499999999999,4.139385323577395e-06,0.0,0.08
147,,5,15,10,25,Ne,,-2035.503,29.045,7839.7994,1.1618,B-,7322.3107,29.0701,24,997814.797,31.181,24.997814797,3.1181e-05,1.2473490284335592e-06,0.0,0.602
148,,3,14,11,25,Na,-nn,-9357.814,1.2,8101.3979,0.048,B-,3834.9684,1.2009,24,989953.974,1.288,24.989953974,1.288e-06,5.154071117298009e-08,0.0,59.1
149,,1,13,12,25,Mg,,-13192.782,0.047,8223.5028,0.0019,B-,-4276.808,0.0447,24,985836.966,0.05,24.985836966,5e-08,2.001133684976755e-09,10.034,inf
150,,-1,12,13,25,Al,,-8915.974,0.065,8021.1366,0.0026,B-,-12743.2956,10.0002,24,990428.308,0.069,24.990428308,6.900000000000001e-08,2.7610571195337038e-09,0.0,7.183
151,,-3,11,14,25,Si,+3n,3827.322,10.0,7480.1109,0.4,B-,-16363.0,400.0,25,4108.798,10.735,25.004108798,1.0735e-05,4.2932943888240713e-07,0.0,0.22
152,,-5,10,15,25,P,x,20190.0,400.0,6794.0,16.0,B-,,,25,21675.0,429.0,25.021675,0.00042899999999999997,1.7145135167809507e-05,0.0,0.0
153,0,10,18,8,26,O,-nn,34661.041,164.95,6497.479,6.3442,B-,15986.3855,196.6301,26,37210.155,177.081,26.037210155,0.000177081,6.801074268165963e-06,0.0,4.2e-12
154,,8,17,9,26,F,,18674.655,107.027,7082.2497,4.1164,B-,18193.5414,108.6022,26,20048.065,114.898,26.020048065,0.000114898,4.415748952998715e-06,0.0,0.0082
155,,6,16,10,26,Ne,x,481.114,18.429,7751.911,0.7088,B-,7341.894,18.7585,26,516.496,19.784,26.000516496,1.9784e-05,7.609079613108313e-07,0.0,0.197
156,,4,15,11,26,Na,x,-6860.78,3.502,8004.2013,0.1347,B-,9353.7631,3.5018,25,992634.649,3.759,25.992634649,3.759e-06,1.446178908279549e-07,0.0,1.07128
157,,2,14,12,26,Mg,,-16214.544,0.029,8333.8711,0.0011,B-,-4004.4042,0.0629,25,982592.972,0.031,25.982592972,3.1e-08,1.1931064783798517e-09,11.09,inf
158,,0,13,13,26,Al,,-12210.139,0.066,8149.7653,0.0026,B-,-5069.1361,0.0849,25,986891.876,0.071,25.986891876,7.099999999999999e-08,2.7321466660494133e-09,0.0,22626315942000.0
159,,-2,12,14,26,Si,-,-7141.003,0.108,7924.7083,0.0041,B-,-18114.0,196.0,25,992333.818,0.115,25.992333818,1.15e-07,4.424381465905964e-09,0.0,2.2453
160,,-4,11,15,26,P,x,10973.0,196.0,7198.0,8.0,B-,-16707.0,631.0,26,11780.0,210.0,26.01178,0.00020999999999999998,8.073265266736838e-06,0.0,0.0437
161,,-6,10,16,26,S,x,27680.0,600.0,6525.0,23.0,B-,,,26,29716.0,644.0,26.029716,0.0006439999999999999,2.4740953762230825e-05,0.0,0.0
162,0,11,19,8,27,O,x,44670.0,500.0,6185.0,19.0,B-,19536.0,514.0,27,47955.0,537.0,27.047955,0.0005369999999999999,1.9853626642014152e-05,0.0,0.0
163,,9,18,9,27,F,,25133.478,120.198,6879.6662,4.4518,B-,18082.568,150.6211,27,26981.897,129.037,27.026981897,0.000129037,4.774376972307187e-06,0.0,0.0049
164,,7,17,10,27,Ne,x,7050.91,90.77,7520.4151,3.3619,B-,12568.7005,90.8467,27,7569.462,97.445,27.007569462,9.744499999999999e-05,3.6080625521339997e-06,0.0,0.0315
165,,5,16,11,27,Na,++,-5517.791,3.726,7956.9467,0.138,B-,9068.8037,3.7266,26,994076.408,4.0,26.994076408,4e-06,1.48180657842939e-07,0.0,0.301
166,,3,15,12,27,Mg,,-14586.594,0.047,8263.8525,0.0018,B-,2610.2694,0.0669,26,984340.647,0.05,26.984340647,5e-08,1.85292650482304e-09,0.0,566.1
167,,1,14,13,27,Al,,-17196.864,0.047,8331.5533,0.0018,B-,-4812.3583,0.0964,26,981538.408,0.05,26.981538408,5e-08,1.8531189454036115e-09,100.0,inf
168,,-1,13,14,27,Si,-,-12384.505,0.107,8124.342,0.004,B-,-11725.473,9.0013,26,986704.687,0.115,26.986704687,1.15e-07,4.261357632723407e-09,0.0,4.15
169,,-3,12,15,27,P,-p,-659.032,9.001,7661.0894,0.3334,B-,-18150.0,400.0,26,999292.499,9.662,26.999292499,9.662e-06,3.578612291547218e-07,0.0,0.26
170,,-5,11,16,27,S,-,17491.0,400.0,6960.0,15.0,B-,,,27,18777.0,430.0,27.018777,0.00043,1.5914858026327394e-05,0.0,0.0155
171,0,12,20,8,28,O,x,52080.0,699.0,5988.0,25.0,B-,18676.0,709.0,28,55910.0,750.0,28.05591,0.00075,2.6732335539998524e-05,0.0,0.0
172,,10,19,9,28,F,-n,33403.796,120.347,6626.8567,4.2981,B-,22104.0579,174.2886,28,35860.448,129.198,28.035860448,0.000129198,4.608312280610479e-06,0.0,4.6e-20
173,,8,18,10,28,Ne,x,11299.738,126.068,7388.3463,4.5024,B-,12288.0534,126.4833,28,12130.767,135.339,28.012130767,0.000135339,4.831442532013224e-06,0.0,0.02
174,,6,17,11,28,Na,x,-988.315,10.246,7799.2644,0.3659,B-,14031.6303,10.2498,27,998939.0,11.0,27.998939,1.1e-05,3.928720299008473e-07,0.0,0.0305
175,,4,16,12,28,Mg,x,-15019.946,0.261,8272.4531,0.0093,B-,1830.774,0.2653,27,983875.426,0.28,27.983875426,2.8e-07,1.000576209469008e-08,0.0,75294.0
176,,2,15,13,28,Al,-n,-16850.719,0.049,8309.8969,0.0018,B-,4642.0776,0.0486,27,981910.009,0.052,27.981910009,5.1999999999999996e-08,1.8583434791718973e-09,0.0,134.7
177,,0,14,14,28,Si,,-21492.79711,0.00051,8447.7445,0.0002,B-,-14344.9407,1.1473,27,976926.53442,0.00055,27.97692653442,5.5e-10,1.965905723501598e-11,92.191,inf
178,,-2,13,15,28,P,,-7147.856,1.147,7907.4842,0.041,B-,-11221.0593,160.0041,27,992326.46,1.231,27.99232646,1.231e-06,4.3976337649500246e-08,0.0,0.2703
179,,-4,12,16,28,S,--,4073.203,160.0,7478.7911,5.7143,B-,-24197.0,525.0,28,4372.762,171.767,28.004372762,0.000171767,6.133577832997423e-06,0.0,0.125
180,,-6,11,17,28,Cl,-p,28270.0,500.0,6587.0,18.0,B-,,,28,30349.0,537.0,28.030349,0.0005369999999999999,1.9157806419035308e-05,0.0,0.0
181,0,11,20,9,29,F,x,40150.19,525.363,6444.0314,18.116,B-,21750.3873,546.2212,29,43103.0,564.0,29.043103,0.0005639999999999999,1.9419412588248575e-05,0.0,0.0025
182,,9,19,10,29,Ne,x,18399.803,149.505,7167.0673,5.1553,B-,15719.8092,149.6847,29,19753.0,160.5,29.019753,0.0001605,5.530715578454441e-06,0.0,0.0147
183,,7,18,11,29,Na,,2679.994,7.337,7682.1522,0.253,B-,13292.3538,7.3447,29,2877.091,7.876,29.002877091,7.876e-06,2.7155926549245814e-07,0.0,0.0441
184,,5,17,12,29,Mg,,-10612.36,0.345,8113.5317,0.0119,B-,7595.4023,0.4873,28,988607.163,0.369,28.988607163,3.69e-07,1.2729138655236189e-08,0.0,1.3
185,,3,16,13,29,Al,x,-18207.762,0.345,8348.4647,0.0119,B-,3687.3192,0.3447,28,980453.164,0.37,28.980453164,3.7e-07,1.2767226168140813e-08,0.0,393.6
186,,1,15,14,29,Si,,-21895.08154,0.00056,8448.6361,0.0002,B-,-4942.2325,0.3589,28,976494.66434,0.0006,28.97649466434,5.999999999999999e-10,2.070643833736009e-11,4.699,inf
187,,-1,14,15,29,P,,-16952.849,0.359,8251.2368,0.0124,B-,-13858.4257,13.0459,28,981800.368,0.385,28.981800368,3.8499999999999997e-07,1.3284198880380612e-08,0.0,4.142
188,,-3,13,16,29,S,x,-3094.423,13.041,7746.3826,0.4497,B-,-17117.0,189.0,28,996678.0,14.0,28.996678,1.4e-05,4.82813927857529e-07,0.0,0.188
189,,-5,12,17,29,Cl,-p,14022.0,189.0,7129.0,7.0,B-,-23947.0,478.0,29,15053.0,203.0,29.015053,0.000203,6.996368402291045e-06,0.0,0.0
190,,-7,11,18,29,Ar,-pp,37969.0,439.0,6276.0,15.0,B-,,,29,40761.0,471.0,29.040761,0.00047099999999999996,1.6218583252690932e-05,0.0,0.0
191,0,12,21,9,30,F,x,48960.0,500.0,6205.0,17.0,B-,25680.0,561.0,30,52561.0,537.0,30.052561,0.0005369999999999999,1.7868693453446445e-05,0.0,0.0
192,,10,20,10,30,Ne,,23280.12,253.25,7034.5317,8.4417,B-,14805.4501,253.2946,30,24992.235,271.875,30.024992235,0.000271875,9.054956546602418e-06,0.0,0.00722
193,,8,19,11,30,Na,,8474.67,4.727,7501.9685,0.1576,B-,17356.0423,4.9011,30,9097.931,5.074,30.009097931,5.073999999999999e-06,1.6908205677047212e-07,0.0,0.0484
194,,6,18,12,30,Mg,,-8881.373,1.295,8054.425,0.0432,B-,6982.744,2.3287,29,990465.454,1.39,29.990465454,1.3899999999999998e-06,4.634806359147746e-08,0.0,0.313
195,,4,17,13,30,Al,,-15864.116,1.936,8261.1049,0.0645,B-,8568.8459,1.9357,29,982969.171,2.077,29.982969171,2.0769999999999998e-06,6.92726590270088e-08,0.0,3.62
196,,2,16,14,30,Si,-n,-24432.962,0.022,8520.6549,0.0008,B-,-4232.1065,0.0615,29,973770.137,0.023,29.973770137,2.2999999999999998e-08,7.673375719795925e-10,3.11,inf
197,,0,15,15,30,P,-,-20200.856,0.065,8353.5064,0.0022,B-,-6141.6014,0.1956,29,978313.49,0.069,29.97831349,6.900000000000001e-08,2.3016638351926184e-09,0.0,149.88
198,,-2,14,16,30,S,-,-14059.254,0.206,8122.7081,0.0069,B-,-18733.802,23.8769,29,984906.77,0.221,29.98490677,2.2099999999999998e-07,7.370374758713982e-09,0.0,1.1759
199,,-4,13,17,30,Cl,-p,4674.548,23.876,7472.1698,0.7959,B-,-17397.0,180.0,30,5018.333,25.631,30.005018333,2.5631e-05,8.542237740215148e-07,0.0,0.0
200,,-6,12,18,30,Ar,-pp,22071.0,179.0,6866.0,6.0,B-,,,30,23694.0,192.0,30.023694,0.000192,6.394949269067291e-06,0.0,0.0
201,0,13,22,9,31,F,-nn,56843.0,535.0,6011.0,17.0,B-,25661.0,597.0,31,61023.0,574.0,31.061023,0.000574,1.8479751938627392e-05,0.0,0.001
202,,11,21,10,31,Ne,,31181.594,266.195,6813.0902,8.5869,B-,18935.5625,266.5617,31,33474.816,285.772,31.033474816,0.000285772,9.208507964202059e-06,0.0,0.0034
203,,9,20,11,31,Na,x,12246.031,13.972,7398.6778,0.4507,B-,15368.1833,14.3065,31,13146.654,15.0,31.013146654,1.4999999999999999e-05,4.836658520126443e-07,0.0,0.01735
204,,7,19,12,31,Mg,x,-3122.152,3.074,7869.1886,0.0992,B-,11828.5569,3.8009,30,996648.232,3.3,30.996648232,3.2999999999999997e-06,1.0646312386102379e-07,0.0,0.236
205,,5,18,13,31,Al,x,-14950.709,2.236,8225.518,0.0721,B-,7998.3286,2.236,30,983949.754,2.4,30.983949754,2.4e-06,7.745945946385232e-08,0.0,0.644
206,,3,17,14,31,Si,-n,-22949.037,0.043,8458.2916,0.0014,B-,1491.5071,0.0434,30,975363.196,0.046,30.975363196,4.5999999999999995e-08,1.4850511908102566e-09,0.0,9441.6
207,,1,16,15,31,P,,-24440.54442,0.00075,8481.1677,0.0002,B-,-5398.013,0.2292,30,973761.99768,0.0008,30.97376199768,8e-10,2.5828312365153502e-11,100.0,inf
208,,-1,15,16,31,S,,-19042.531,0.229,8281.8013,0.0074,B-,-12007.979,3.4541,30,979557.002,0.246,30.979557002,2.46e-07,7.94072039132511e-09,0.0,2.5534
209,,-3,14,17,31,Cl,--,-7034.552,3.447,7869.2101,0.1112,B-,-18360.0,200.0,30,992448.097,3.7,30.992448097,3.7e-06,1.1938392179990944e-07,0.0,0.19
210,,-5,13,18,31,Ar,-,11325.0,200.0,7252.0,6.0,B-,-22935.0,361.0,31,12158.0,215.0,31.012158,0.000215,6.9327648853072395e-06,0.0,0.0151
211,,-7,12,19,31,K,x,34260.0,300.0,6487.0,10.0,B-,,,31,36780.0,322.0,31.03678,0.00032199999999999997,1.0374787590723006e-05,0.0,0.0
212,0,12,22,10,32,Ne,x,36999.0,503.0,6671.0,16.0,B-,18359.0,504.0,32,39720.0,540.0,32.03972,0.00054,1.6854079873357194e-05,0.0,0.0035
213,,10,21,11,32,Na,x,18640.152,37.26,7219.8815,1.1644,B-,19469.0523,37.4021,32,20011.024,40.0,32.020011024,3.9999999999999996e-05,1.24921880788919e-06,0.0,0.0129
214,,8,20,12,32,Mg,x,-828.901,3.26,7803.8411,0.1019,B-,10270.4677,7.8787,31,999110.138,3.5,31.999110138,3.5e-06,1.0937804160508933e-07,0.0,0.086
215,,6,19,13,32,Al,x,-11099.368,7.173,8100.3449,0.2241,B-,12978.3208,7.1787,31,988084.338,7.7,31.988084338,7.699999999999999e-06,2.4071463356912696e-07,0.0,0.033
216,,4,18,14,32,Si,x,-24077.689,0.298,8481.469,0.0093,B-,227.1872,0.3008,31,974151.538,0.32,31.974151538,3.2e-07,1.0008084174483655e-08,0.0,4828209678.0
217,,2,17,15,32,P,-n,-24304.876,0.04,8464.1203,0.0013,B-,1710.6608,0.04,31,973907.643,0.042,31.973907643,4.2e-08,1.3135710676638236e-09,0.0,1232323.2
218,,0,16,16,32,S,,-26015.53714,0.00131,8493.1301,0.0002,B-,-12680.8313,0.5617,31,972071.17354,0.00141,31.97207117354,1.4099999999999999e-09,4.4100990278256105e-11,94.41,inf
219,,-2,15,17,32,Cl,,-13334.706,0.562,8072.4058,0.0176,B-,-11134.3536,1.8568,31,985684.605,0.603,31.985684605,6.03e-07,1.8852183639231504e-08,0.0,0.298
220,,-4,14,18,32,Ar,x,-2200.352,1.77,7700.0089,0.0553,B-,-24190.0,400.0,31,997637.824,1.9,31.997637824,1.8999999999999998e-06,5.9379383267314014e-08,0.0,0.098
221,,-6,13,19,32,K,x,21990.0,400.0,6920.0,12.0,B-,,,32,23607.0,429.0,32.023607,0.00042899999999999997,1.3396367248698749e-05,0.0,0.0
222,0,13,23,10,33,Ne,x,46130.0,600.0,6436.0,18.0,B-,22350.0,750.0,33,49523.0,644.0,33.049523,0.0006439999999999999,1.9485909070457685e-05,0.0,0.0
223,,11,22,11,33,Na,x,23780.113,449.912,7089.9262,13.6337,B-,18817.24,449.9195,33,25529.0,483.0,33.025529,0.000483,1.4625049609349179e-05,0.0,0.0082
224,,9,21,12,33,Mg,,4962.873,2.663,7636.4382,0.0807,B-,13460.255,7.4767,33,5327.862,2.859,33.005327862,2.8589999999999996e-06,8.662237842186836e-08,0.0,0.0905
225,,7,20,13,33,Al,x,-8497.382,6.986,8020.6172,0.2117,B-,12016.946,7.0211,32,990877.685,7.5,32.990877685,7.499999999999999e-06,2.273355705056017e-07,0.0,0.0417
226,,5,19,14,33,Si,x,-20514.328,0.699,8361.0596,0.0212,B-,5823.0223,1.2947,32,977976.964,0.75,32.977976964,7.5e-07,2.2742450236372237e-08,0.0,6.18
227,,3,18,15,33,P,+,-26337.35,1.09,8513.8073,0.033,B-,248.5079,1.09,32,971725.692,1.17,32.971725692,1.1699999999999998e-06,3.548494885980079e-08,0.0,2190240.0
228,,1,17,16,33,S,,-26585.8583,0.00134,8497.6304,0.0002,B-,-5582.5182,0.3908,32,971458.90862,0.00144,32.97145890862,1.44e-09,4.36741365916183e-11,0.797,inf
229,,-1,16,17,33,Cl,,-21003.34,0.391,8304.7557,0.0118,B-,-11619.0452,0.5596,32,977451.988,0.419,32.977451988,4.19e-07,1.2705651126486905e-08,0.0,2.5038
230,,-3,15,18,33,Ar,x,-9384.295,0.401,7928.9559,0.0121,B-,-16925.0,200.0,32,989925.545,0.43,32.989925545,4.2999999999999996e-07,1.3034282220899749e-08,0.0,0.173
231,,-5,14,19,33,K,x,7540.0,200.0,7392.0,6.0,B-,-23489.0,447.0,33,8095.0,215.0,33.008095,0.000215,6.51355372068579e-06,0.0,0.0
232,,-7,13,20,33,Ca,x,31030.0,400.0,6657.0,12.0,B-,,,33,33312.0,429.0,33.033312,0.00042899999999999997,1.298689032453058e-05,0.0,0.0
233,0,14,24,10,34,Ne,-nn,52842.0,513.0,6287.0,15.0,B-,21161.0,789.0,34,56728.0,551.0,34.056728,0.000551,1.6178888353572896e-05,0.0,0.001
234,,12,23,11,34,Na,x,31680.114,599.416,6886.4377,17.6299,B-,23356.7903,599.4561,34,34010.0,643.5,34.03401,0.0006435,1.890755746971926e-05,0.0,0.0055
235,,10,22,12,34,Mg,x,8323.324,6.893,7550.3919,0.2027,B-,11320.9428,7.2072,34,8935.455,7.4,34.008935455,7.4e-06,2.175898745725677e-07,0.0,0.02
236,,8,21,13,34,Al,x,-2997.619,2.105,7860.3506,0.0619,B-,16994.0653,2.2519,33,996781.924,2.259,33.996781924,2.259e-06,6.64474656763104e-08,0.0,0.0563
